Jugadora,Mes,Fecha,Tipo,DistTotal_m,DistAltaVel_m,Sprints,Acel_Alta,Decel_Alta,CargaMetabolica,DistPorMin
Lola Zubeldia Ojeda,April,2026-04-28,E,7166,816,2,45,19,8958,95.56
Inés Rius Badiola,April,2026-04-29,E,2297,137,7,13,50,2871,30.63
Triana Duggan Cano,April,2026-04-29,E,5944,358,4,27,41,7430,79.26
Feller Caldentey Rubio,April,2026-04-29,E,5514,442,7,19,46,6893,73.53
Olga Sampedro Méndez,April,2026-04-29,E,5838,473,4,18,13,7298,77.85
Esther Banini Valls,April,2026-04-29,E,6067,667,7,24,55,7584,80.91
Amaia Gutiérrez Peña,April,2026-04-29,E,6857,599,6,31,59,8572,91.43
Lucía Rodríguez Szymanowski,April,2026-04-29,E,7439,514,0,46,56,9299,99.2
Sheila Vidal Gabarro,April,2026-04-29,E,7227,660,0,56,56,9034,96.37
Enith Landaluze Goiria,April,2026-04-29,E,6731,683,2,17,41,8414,89.75
Lorena Méndez Molina,April,2026-04-29,E,5846,606,3,14,43,7307,77.95
Ivana Pujol Muñoz,April,2026-04-29,E,7570,811,5,47,35,9463,100.95
Garazi Iraia Díaz,April,2026-04-29,E,6475,666,1,49,10,8094,86.34
Enith Urruzola Elexpuru,April,2026-04-29,E,6763,483,5,32,57,8454,90.18
Amaiur Putellas Sampedro,April,2026-04-29,E,7197,377,0,13,40,8997,95.97
Garazi Gil Padrón,April,2026-04-29,E,7199,818,6,47,20,8998,95.99
Adriana Putellas Coll,April,2026-04-29,E,7670,787,0,49,32,9587,102.27
Lola Zubeldia Ojeda,April,2026-04-29,E,7438,372,5,25,18,9297,99.18
Inés Rius Badiola,April,2026-04-30,E,2572,140,6,54,20,3215,34.29
Berta Damaris Zubeldia,April,2026-04-30,E,3111,278,6,41,38,3888,41.48
Triana Duggan Cano,April,2026-04-30,E,5345,371,4,29,35,6681,71.27
Feller Caldentey Rubio,April,2026-04-30,E,5184,575,2,13,24,6480,69.13
Olga Sampedro Méndez,April,2026-04-30,E,6176,391,3,40,13,7720,82.36
Esther Banini Valls,April,2026-04-30,E,5885,395,1,14,23,7356,78.47
Amaia Gutiérrez Peña,April,2026-04-30,E,7450,804,4,57,51,9313,99.34
Lucía Rodríguez Szymanowski,April,2026-04-30,E,7616,736,0,45,16,9521,101.56
Sheila Vidal Gabarro,April,2026-04-30,E,7068,426,2,38,41,8835,94.24
Enith Landaluze Goiria,April,2026-04-30,E,6606,424,2,25,34,8258,88.09
Lorena Méndez Molina,April,2026-04-30,E,5135,399,5,51,20,6418,68.47
Ivana Pujol Muñoz,April,2026-04-30,E,6376,379,4,10,43,7970,85.02
Garazi Iraia Díaz,April,2026-04-30,E,7310,610,1,40,39,9138,97.48
Enith Urruzola Elexpuru,April,2026-04-30,E,6731,688,6,17,17,8414,89.76
Amaiur Putellas Sampedro,April,2026-04-30,E,6326,428,0,12,48,7907,84.35
Garazi Gil Padrón,April,2026-04-30,E,6547,421,7,24,57,8184,87.31
Adriana Putellas Coll,April,2026-04-30,E,7324,450,1,15,20,9155,97.66
Lola Zubeldia Ojeda,April,2026-04-30,E,6600,339,3,40,17,8251,88.01
Inés Rius Badiola,May,2026-05-01,E,2391,154,7,11,57,2988,31.88
Berta Damaris Zubeldia,May,2026-05-01,E,3479,288,2,17,53,4348,46.39
Triana Duggan Cano,May,2026-05-01,E,5433,443,4,36,21,6791,72.44
Feller Caldentey Rubio,May,2026-05-01,E,5755,647,7,54,59,7194,76.74
Olga Sampedro Méndez,May,2026-05-01,E,5581,567,5,32,46,6977,74.42
Esther Banini Valls,May,2026-05-01,E,5616,293,5,30,56,7020,74.89
Amaia Gutiérrez Peña,May,2026-05-01,E,6968,822,0,45,45,8710,92.92
Lucía Rodríguez Szymanowski,May,2026-05-01,E,7085,446,4,48,16,8856,94.47
Sheila Vidal Gabarro,May,2026-05-01,E,7008,361,6,28,58,8761,93.45
Enith Landaluze Goiria,May,2026-05-01,E,6604,750,2,34,10,8255,88.05
Lorena Méndez Molina,May,2026-05-01,E,5178,483,5,42,28,6472,69.05
Ivana Pujol Muñoz,May,2026-05-01,E,7159,581,1,27,45,8949,95.46
Garazi Iraia Díaz,May,2026-05-01,E,6715,464,1,53,47,8394,89.54
Enith Urruzola Elexpuru,May,2026-05-01,E,6736,459,2,54,11,8420,89.82
Amaiur Putellas Sampedro,May,2026-05-01,E,7112,817,4,32,50,8891,94.84
Garazi Gil Padrón,May,2026-05-01,E,6331,752,4,31,49,7914,84.42
Adriana Putellas Coll,May,2026-05-01,E,6743,608,0,11,38,8429,89.92
Lola Zubeldia Ojeda,May,2026-05-01,E,7546,463,7,14,29,9433,100.62
Inés Rius Badiola,May,2026-05-03,P,2318,217,26,55,54,2897,24.4
Berta Damaris Zubeldia,May,2026-05-03,P,2575,282,20,16,35,3218,27.11
Feller Caldentey Rubio,May,2026-05-03,P,12433,729,6,22,55,15542,130.88
Olga Sampedro Méndez,May,2026-05-03,P,10242,647,8,15,34,12802,107.81
Amaia Gutiérrez Peña,May,2026-05-03,P,14222,1316,15,14,42,17777,149.71
Lucía Rodríguez Szymanowski,May,2026-05-03,P,15286,1043,9,32,51,19108,160.92
Sheila Vidal Gabarro,May,2026-05-03,P,13284,1337,28,19,14,16605,139.84
Enith Landaluze Goiria,May,2026-05-03,P,12726,906,20,16,44,15908,133.97
Lorena Méndez Molina,May,2026-05-03,P,11229,794,13,14,38,14037,118.21
Ivana Pujol Muñoz,May,2026-05-03,P,13192,996,25,22,44,16490,138.87
Garazi Iraia Díaz,May,2026-05-03,P,12767,1384,13,29,37,15959,134.4
Enith Urruzola Elexpuru,May,2026-05-03,P,13105,782,8,16,52,16381,137.95
Amaiur Putellas Sampedro,May,2026-05-03,P,15359,1366,12,23,52,19199,161.68
Garazi Gil Padrón,May,2026-05-03,P,13293,1341,10,50,51,16616,139.93
Adriana Putellas Coll,May,2026-05-03,P,13643,1045,10,45,48,17054,143.62
Lola Zubeldia Ojeda,May,2026-05-03,P,14638,1631,19,53,39,18298,154.09
Inés Rius Badiola,May,2026-05-04,E,2704,243,5,25,28,3380,36.05
Berta Damaris Zubeldia,May,2026-05-04,E,3482,230,2,38,47,4352,46.43
Triana Duggan Cano,May,2026-05-04,E,6115,556,2,34,44,7644,81.54
Feller Caldentey Rubio,May,2026-05-04,E,5486,559,2,41,20,6858,73.16
Olga Sampedro Méndez,May,2026-05-04,E,6220,586,1,16,39,7776,82.95
Esther Banini Valls,May,2026-05-04,E,5109,380,2,50,48,6386,68.12
Amaia Gutiérrez Peña,May,2026-05-04,E,6894,782,2,45,14,8617,91.92
Lucía Rodríguez Szymanowski,May,2026-05-04,E,6655,702,6,54,45,8319,88.74
Sheila Vidal Gabarro,May,2026-05-04,E,7525,833,0,40,52,9406,100.34
Enith Landaluze Goiria,May,2026-05-04,E,6788,476,5,42,18,8485,90.52
Lorena Méndez Molina,May,2026-05-04,E,5903,637,7,12,37,7379,78.71
Ivana Pujol Muñoz,May,2026-05-04,E,6443,348,2,41,36,8054,85.91
Garazi Iraia Díaz,May,2026-05-04,E,7094,602,3,15,11,8868,94.6
Enith Urruzola Elexpuru,May,2026-05-04,E,6914,745,6,29,49,8642,92.19
Amaiur Putellas Sampedro,May,2026-05-04,E,7113,754,4,50,53,8891,94.84
Garazi Gil Padrón,May,2026-05-04,E,7573,612,5,49,28,9466,100.97
Adriana Putellas Coll,May,2026-05-04,E,6357,536,3,29,45,7947,84.77
Lola Zubeldia Ojeda,May,2026-05-04,E,7214,650,1,43,48,9018,96.19
Inés Rius Badiola,May,2026-05-05,E,2802,300,7,16,39,3502,37.36
Berta Damaris Zubeldia,May,2026-05-05,E,2657,248,5,16,18,3321,35.43
Triana Duggan Cano,May,2026-05-05,E,5455,371,1,55,20,6819,72.75
Feller Caldentey Rubio,May,2026-05-05,E,5196,462,5,52,29,6495,69.29
Olga Sampedro Méndez,May,2026-05-05,E,6031,369,1,35,39,7539,80.42
Esther Banini Valls,May,2026-05-05,E,5355,382,7,36,55,6694,71.41
Amaia Gutiérrez Peña,May,2026-05-05,E,7332,812,5,46,18,9165,97.77
Lucía Rodríguez Szymanowski,May,2026-05-05,E,7345,558,0,24,56,9181,97.94
Sheila Vidal Gabarro,May,2026-05-05,E,6476,349,1,55,30,8095,86.35
Enith Landaluze Goiria,May,2026-05-05,E,6827,645,3,11,57,8534,91.04
Lorena Méndez Molina,May,2026-05-05,E,5091,556,1,43,43,6364,67.89
Ivana Pujol Muñoz,May,2026-05-05,E,7591,460,1,28,12,9489,101.22
Garazi Iraia Díaz,May,2026-05-05,E,7122,374,6,53,52,8903,94.97
Enith Urruzola Elexpuru,May,2026-05-05,E,7140,463,1,15,51,8926,95.21
Amaiur Putellas Sampedro,May,2026-05-05,E,7023,419,3,22,15,8778,93.64
Garazi Gil Padrón,May,2026-05-05,E,6860,784,7,28,42,8575,91.47
Adriana Putellas Coll,May,2026-05-05,E,7145,669,3,41,17,8931,95.27
Lola Zubeldia Ojeda,May,2026-05-05,E,7212,729,1,11,51,9015,96.17
Inés Rius Badiola,May,2026-05-06,E,2550,163,0,39,49,3187,34.0
Berta Damaris Zubeldia,May,2026-05-06,E,3355,202,6,30,38,4193,44.73
Triana Duggan Cano,May,2026-05-06,E,5563,409,7,17,25,6954,74.18
Feller Caldentey Rubio,May,2026-05-06,E,5976,546,2,35,54,7470,79.68
Olga Sampedro Méndez,May,2026-05-06,E,5530,349,6,23,14,6912,73.73
Amaia Gutiérrez Peña,May,2026-05-06,E,7533,426,2,37,48,9416,100.45
Lucía Rodríguez Szymanowski,May,2026-05-06,E,7369,739,1,31,52,9212,98.26
Sheila Vidal Gabarro,May,2026-05-06,E,7257,718,0,50,54,9071,96.77
Enith Landaluze Goiria,May,2026-05-06,E,6855,402,4,40,38,8569,91.41
Lorena Méndez Molina,May,2026-05-06,E,6118,346,4,48,47,7648,81.58
Ivana Pujol Muñoz,May,2026-05-06,E,6768,615,3,50,52,8460,90.24
Garazi Iraia Díaz,May,2026-05-06,E,7676,493,6,35,44,9596,102.36
Enith Urruzola Elexpuru,May,2026-05-06,E,6900,379,3,14,56,8625,92.0
Amaiur Putellas Sampedro,May,2026-05-06,E,6639,672,5,28,14,8299,88.53
Garazi Gil Padrón,May,2026-05-06,E,7567,787,3,16,39,9459,100.9
Adriana Putellas Coll,May,2026-05-06,E,7148,486,1,37,53,8936,95.32
Lola Zubeldia Ojeda,May,2026-05-06,E,6435,339,3,12,18,8044,85.81
Inés Rius Badiola,May,2026-05-07,E,3208,343,0,56,32,4010,42.77
Berta Damaris Zubeldia,May,2026-05-07,E,3398,286,2,29,53,4247,45.31
Triana Duggan Cano,May,2026-05-07,E,5868,322,4,55,57,7335,78.25
Feller Caldentey Rubio,May,2026-05-07,E,6145,531,7,17,33,7681,81.94
Olga Sampedro Méndez,May,2026-05-07,E,6227,628,6,52,12,7784,83.03
Esther Banini Valls,May,2026-05-07,E,5695,609,5,19,44,7119,75.94
Amaia Gutiérrez Peña,May,2026-05-07,E,6557,528,4,14,44,8196,87.43
Lucía Rodríguez Szymanowski,May,2026-05-07,E,7579,891,3,20,58,9474,101.07
Sheila Vidal Gabarro,May,2026-05-07,E,7469,799,4,30,22,9337,99.59
Enith Landaluze Goiria,May,2026-05-07,E,7557,704,1,20,35,9446,100.76
Lorena Méndez Molina,May,2026-05-07,E,5516,447,7,34,24,6895,73.55
Ivana Pujol Muñoz,May,2026-05-07,E,7266,631,0,30,50,9082,96.89
Garazi Iraia Díaz,May,2026-05-07,E,6627,424,5,16,57,8284,88.36
Enith Urruzola Elexpuru,May,2026-05-07,E,6355,510,4,38,59,7943,84.73
Amaiur Putellas Sampedro,May,2026-05-07,E,6597,393,5,20,46,8247,87.97
Garazi Gil Padrón,May,2026-05-07,E,7210,787,4,22,50,9012,96.14
Adriana Putellas Coll,May,2026-05-07,E,6974,713,7,12,55,8718,93.0
Lola Zubeldia Ojeda,May,2026-05-07,E,7385,697,7,16,20,9231,98.47
Inés Rius Badiola,May,2026-05-08,E,3236,205,4,14,45,4045,43.15
Berta Damaris Zubeldia,May,2026-05-08,E,3111,278,1,28,41,3888,41.48
Triana Duggan Cano,May,2026-05-08,E,5138,543,7,43,57,6422,68.51
Feller Caldentey Rubio,May,2026-05-08,E,4971,253,1,57,35,6214,66.29
Olga Sampedro Méndez,May,2026-05-08,E,6039,538,3,26,22,7549,80.53
Esther Banini Valls,May,2026-05-08,E,6161,503,3,40,30,7702,82.16
Amaia Gutiérrez Peña,May,2026-05-08,E,6651,719,4,40,45,8314,88.68
Lucía Rodríguez Szymanowski,May,2026-05-08,E,7047,770,7,34,19,8808,93.96
Sheila Vidal Gabarro,May,2026-05-08,E,6888,442,3,33,17,8610,91.84
Enith Landaluze Goiria,May,2026-05-08,E,7675,661,6,32,53,9594,102.34
Lorena Méndez Molina,May,2026-05-08,E,4932,398,5,19,17,6165,65.76
Ivana Pujol Muñoz,May,2026-05-08,E,7598,424,4,50,35,9498,101.32
Garazi Iraia Díaz,May,2026-05-08,E,7049,840,1,20,41,8812,94.0
Enith Urruzola Elexpuru,May,2026-05-08,E,7675,858,5,38,36,9594,102.34
Amaiur Putellas Sampedro,May,2026-05-08,E,6482,448,6,28,51,8102,86.43
Garazi Gil Padrón,May,2026-05-08,E,7658,836,3,41,52,9572,102.11
Adriana Putellas Coll,May,2026-05-08,E,6700,450,1,15,20,8375,89.33
Lola Zubeldia Ojeda,May,2026-05-08,E,6376,350,0,15,53,7970,85.02
Inés Rius Badiola,May,2026-05-10,P,2508,142,6,57,13,3135,26.4
Berta Damaris Zubeldia,May,2026-05-10,P,2748,167,26,28,21,3435,28.93
Triana Duggan Cano,May,2026-05-10,P,10653,1147,23,36,28,13317,112.15
Feller Caldentey Rubio,May,2026-05-10,P,10354,934,17,13,42,12943,109.0
Olga Sampedro Méndez,May,2026-05-10,P,11545,861,10,54,35,14431,121.53
Esther Banini Valls,May,2026-05-10,P,12147,725,14,59,24,15184,127.87
Amaia Gutiérrez Peña,May,2026-05-10,P,13856,883,21,41,54,17320,145.86
Lucía Rodríguez Szymanowski,May,2026-05-10,P,14551,1533,5,36,10,18189,153.18
Sheila Vidal Gabarro,May,2026-05-10,P,14853,1663,16,55,39,18567,156.36
Enith Landaluze Goiria,May,2026-05-10,P,13905,1387,4,26,59,17381,146.37
Lorena Méndez Molina,May,2026-05-10,P,10523,906,3,12,52,13153,110.77
Ivana Pujol Muñoz,May,2026-05-10,P,13304,934,20,38,48,16630,140.05
Garazi Iraia Díaz,May,2026-05-10,P,12838,1457,9,57,43,16048,135.15
Enith Urruzola Elexpuru,May,2026-05-10,P,12985,1435,28,14,14,16231,136.69
Garazi Gil Padrón,May,2026-05-10,P,14599,1017,2,44,19,18248,153.68
Adriana Putellas Coll,May,2026-05-10,P,12719,1460,8,15,37,15899,133.89
Lola Zubeldia Ojeda,May,2026-05-10,P,12759,823,26,26,45,15949,134.31
Inés Rius Badiola,May,2026-05-11,E,2876,309,4,34,26,3595,38.35
Berta Damaris Zubeldia,May,2026-05-11,E,3204,362,6,17,10,4005,42.72
Triana Duggan Cano,May,2026-05-11,E,6184,621,0,14,46,7730,82.46
Feller Caldentey Rubio,May,2026-05-11,E,6042,333,3,28,18,7552,80.56
Olga Sampedro Méndez,May,2026-05-11,E,5711,494,1,15,59,7139,76.15
Esther Banini Valls,May,2026-05-11,E,4980,444,6,15,52,6225,66.4
Amaia Gutiérrez Peña,May,2026-05-11,E,7697,697,4,35,20,9621,102.63
Lucía Rodríguez Szymanowski,May,2026-05-11,E,6489,761,3,18,58,8112,86.53
Sheila Vidal Gabarro,May,2026-05-11,E,7180,725,6,59,14,8975,95.74
Enith Landaluze Goiria,May,2026-05-11,E,6937,534,7,40,29,8672,92.5
Lorena Méndez Molina,May,2026-05-11,E,5562,333,0,10,52,6953,74.17
Ivana Pujol Muñoz,May,2026-05-11,E,7675,868,2,19,39,9594,102.34
Garazi Iraia Díaz,May,2026-05-11,E,6844,616,4,57,31,8555,91.26
Enith Urruzola Elexpuru,May,2026-05-11,E,7653,717,7,58,40,9567,102.05
Amaiur Putellas Sampedro,May,2026-05-11,E,6499,532,6,50,58,8124,86.66
Garazi Gil Padrón,May,2026-05-11,E,6928,581,6,37,15,8660,92.38
Adriana Putellas Coll,May,2026-05-11,E,6903,689,0,45,45,8629,92.05
Lola Zubeldia Ojeda,May,2026-05-11,E,7260,407,5,38,55,9075,96.8
Inés Rius Badiola,May,2026-05-12,E,3204,336,7,12,12,4005,42.72
Berta Damaris Zubeldia,May,2026-05-12,E,3104,217,4,32,30,3880,41.39
Triana Duggan Cano,May,2026-05-12,E,5781,413,7,13,39,7226,77.09
Feller Caldentey Rubio,May,2026-05-12,E,5595,670,6,14,52,6993,74.6
Olga Sampedro Méndez,May,2026-05-12,E,5476,622,6,53,23,6846,73.03
Esther Banini Valls,May,2026-05-12,E,5621,333,5,41,45,7027,74.96
Amaia Gutiérrez Peña,May,2026-05-12,E,6646,444,7,54,22,8308,88.62
Lucía Rodríguez Szymanowski,May,2026-05-12,E,7687,411,2,45,56,9609,102.51
Sheila Vidal Gabarro,May,2026-05-12,E,7499,565,4,57,14,9374,100.0
Enith Landaluze Goiria,May,2026-05-12,E,6653,760,1,54,49,8317,88.72
Lorena Méndez Molina,May,2026-05-12,E,5298,424,2,48,49,6622,70.64
Ivana Pujol Muñoz,May,2026-05-12,E,6594,467,6,49,23,8243,87.93
Garazi Iraia Díaz,May,2026-05-12,E,6745,489,1,13,48,8431,89.93
Enith Urruzola Elexpuru,May,2026-05-12,E,7650,441,2,59,10,9562,102.0
Amaiur Putellas Sampedro,May,2026-05-12,E,7543,854,4,50,31,9429,100.58
Garazi Gil Padrón,May,2026-05-12,E,7487,505,6,34,35,9359,99.83
Adriana Putellas Coll,May,2026-05-12,E,6374,667,6,51,25,7967,84.99
Lola Zubeldia Ojeda,May,2026-05-12,E,6454,528,7,52,51,8068,86.06
Inés Rius Badiola,May,2026-05-13,E,3140,176,2,37,31,3925,41.87
Berta Damaris Zubeldia,May,2026-05-13,E,3052,296,5,30,22,3815,40.69
Triana Duggan Cano,May,2026-05-13,E,5345,387,0,42,49,6682,71.28
Feller Caldentey Rubio,May,2026-05-13,E,5050,286,7,34,46,6312,67.34
Olga Sampedro Méndez,May,2026-05-13,E,5244,346,5,46,55,6556,69.93
Esther Banini Valls,May,2026-05-13,E,5771,523,1,46,16,7214,76.96
Amaia Gutiérrez Peña,May,2026-05-13,E,6703,650,3,33,40,8379,89.38
Lucía Rodríguez Szymanowski,May,2026-05-13,E,6366,663,4,40,20,7957,84.88
Sheila Vidal Gabarro,May,2026-05-13,E,6646,718,1,42,52,8307,88.62
Enith Landaluze Goiria,May,2026-05-13,E,7151,452,6,49,16,8939,95.36
Lorena Méndez Molina,May,2026-05-13,E,5042,351,2,38,53,6302,67.23
Ivana Pujol Muñoz,May,2026-05-13,E,7016,663,3,24,58,8770,93.55
Garazi Iraia Díaz,May,2026-05-13,E,7618,826,0,39,59,9522,101.57
Enith Urruzola Elexpuru,May,2026-05-13,E,7697,855,2,15,12,9621,102.63
Amaiur Putellas Sampedro,May,2026-05-13,E,7376,385,5,19,48,9220,98.35
Garazi Gil Padrón,May,2026-05-13,E,7566,896,5,44,20,9457,100.88
Adriana Putellas Coll,May,2026-05-13,E,6798,501,3,57,14,8497,90.64
Lola Zubeldia Ojeda,May,2026-05-13,E,7292,780,2,40,18,9115,97.23
Inés Rius Badiola,May,2026-05-14,E,2895,160,7,39,43,3618,38.6
Berta Damaris Zubeldia,May,2026-05-14,E,2205,160,4,25,12,2756,29.4
Triana Duggan Cano,May,2026-05-14,E,5440,423,6,33,42,6800,72.54
Feller Caldentey Rubio,May,2026-05-14,E,5391,430,5,32,54,6739,71.89
Olga Sampedro Méndez,May,2026-05-14,E,5775,583,0,21,58,7219,77.01
Esther Banini Valls,May,2026-05-14,E,5715,475,4,50,10,7144,76.21
Amaia Gutiérrez Peña,May,2026-05-14,E,6860,435,7,37,53,8575,91.48
Lucía Rodríguez Szymanowski,May,2026-05-14,E,7510,691,7,16,53,9388,100.15
Sheila Vidal Gabarro,May,2026-05-14,E,6758,462,6,40,31,8448,90.11
Enith Landaluze Goiria,May,2026-05-14,E,7049,381,6,39,17,8811,93.99
Lorena Méndez Molina,May,2026-05-14,E,5975,621,7,42,10,7469,79.68
Ivana Pujol Muñoz,May,2026-05-14,E,6973,694,6,27,36,8716,92.98
Enith Urruzola Elexpuru,May,2026-05-14,E,6400,576,2,43,58,8001,85.35
Amaiur Putellas Sampedro,May,2026-05-14,E,7591,685,0,33,17,9489,101.22
Garazi Gil Padrón,May,2026-05-14,E,6498,452,0,53,50,8123,86.65
Adriana Putellas Coll,May,2026-05-14,E,6453,615,2,31,36,8066,86.04
Lola Zubeldia Ojeda,May,2026-05-14,E,6979,624,4,48,39,8724,93.06
Inés Rius Badiola,May,2026-05-15,E,2858,179,7,56,14,3572,38.11
Berta Damaris Zubeldia,May,2026-05-15,E,3407,294,7,45,18,4258,45.43
Triana Duggan Cano,May,2026-05-15,E,5350,290,0,59,39,6687,71.33
Feller Caldentey Rubio,May,2026-05-15,E,5429,348,6,22,28,6786,72.39
Olga Sampedro Méndez,May,2026-05-15,E,5295,584,1,49,56,6619,70.61
Esther Banini Valls,May,2026-05-15,E,5680,306,4,58,19,7100,75.74
Amaia Gutiérrez Peña,May,2026-05-15,E,6722,658,3,20,42,8402,89.63
Lucía Rodríguez Szymanowski,May,2026-05-15,E,7083,701,0,50,25,8854,94.45
Sheila Vidal Gabarro,May,2026-05-15,E,6711,776,0,44,25,8389,89.49
Enith Landaluze Goiria,May,2026-05-15,E,6944,559,6,17,52,8680,92.59
Lorena Méndez Molina,May,2026-05-15,E,5164,609,7,42,19,6455,68.85
Garazi Iraia Díaz,May,2026-05-15,E,6668,552,1,23,14,8335,88.91
Enith Urruzola Elexpuru,May,2026-05-15,E,6372,330,5,10,30,7965,84.96
Amaiur Putellas Sampedro,May,2026-05-15,E,6914,809,7,16,49,8643,92.2
Garazi Gil Padrón,May,2026-05-15,E,6389,705,3,59,29,7987,85.2
Adriana Putellas Coll,May,2026-05-15,E,6856,740,7,28,20,8570,91.42
Lola Zubeldia Ojeda,May,2026-05-15,E,6768,438,0,57,56,8460,90.24
Inés Rius Badiola,May,2026-05-17,P,2041,232,23,15,54,2551,21.48
Berta Damaris Zubeldia,May,2026-05-17,P,2992,228,16,23,43,3740,31.49
Triana Duggan Cano,May,2026-05-17,P,10626,803,12,30,31,13283,111.86
Feller Caldentey Rubio,May,2026-05-17,P,10924,711,6,41,40,13655,115.0
Olga Sampedro Méndez,May,2026-05-17,P,10277,961,3,40,34,12846,108.18
Esther Banini Valls,May,2026-05-17,P,11259,1045,10,13,35,14074,118.52
Amaia Gutiérrez Peña,May,2026-05-17,P,12811,1331,12,48,30,16014,134.86
Lucía Rodríguez Szymanowski,May,2026-05-17,P,14517,1115,23,39,52,18146,152.82
Sheila Vidal Gabarro,May,2026-05-17,P,13547,1357,21,15,40,16934,142.61
Enith Landaluze Goiria,May,2026-05-17,P,14038,1268,1,56,21,17547,147.77
Lorena Méndez Molina,May,2026-05-17,P,10351,838,14,59,10,12939,108.97
Ivana Pujol Muñoz,May,2026-05-17,P,13556,1382,18,33,30,16945,142.7
Garazi Iraia Díaz,May,2026-05-17,P,15357,770,23,59,43,19196,161.66
Enith Urruzola Elexpuru,May,2026-05-17,P,14225,763,13,19,23,17781,149.74
Amaiur Putellas Sampedro,May,2026-05-17,P,14459,1406,4,16,49,18074,152.21
Garazi Gil Padrón,May,2026-05-17,P,15316,1795,3,51,13,19145,161.22
Adriana Putellas Coll,May,2026-05-17,P,13470,1270,23,10,56,16837,141.79
Lola Zubeldia Ojeda,May,2026-05-17,P,13198,1008,2,19,22,16497,138.93
Berta Damaris Zubeldia,May,2026-05-18,E,3278,175,4,39,15,4097,43.71
Triana Duggan Cano,May,2026-05-18,E,5577,484,6,18,13,6971,74.36
Feller Caldentey Rubio,May,2026-05-18,E,5517,539,4,40,31,6896,73.56
Olga Sampedro Méndez,May,2026-05-18,E,6290,415,1,20,19,7862,83.87
Amaia Gutiérrez Peña,May,2026-05-18,E,7681,425,3,51,32,9601,102.42
Lucía Rodríguez Szymanowski,May,2026-05-18,E,6594,692,3,39,29,8243,87.93
Sheila Vidal Gabarro,May,2026-05-18,E,6920,709,3,17,14,8650,92.27
Enith Landaluze Goiria,May,2026-05-18,E,7133,473,0,46,34,8916,95.11
Ivana Pujol Muñoz,May,2026-05-18,E,6857,428,3,36,44,8571,91.43
Garazi Iraia Díaz,May,2026-05-18,E,7556,397,2,39,15,9445,100.75
Enith Urruzola Elexpuru,May,2026-05-18,E,7159,796,4,43,37,8949,95.46
Amaiur Putellas Sampedro,May,2026-05-18,E,6990,689,6,49,37,8737,93.2
Garazi Gil Padrón,May,2026-05-18,E,7411,623,4,41,19,9264,98.83
Adriana Putellas Coll,May,2026-05-18,E,6560,733,4,58,10,8200,87.47
Lola Zubeldia Ojeda,May,2026-05-18,E,7562,884,6,48,53,9452,100.83
Inés Rius Badiola,May,2026-05-19,E,3293,344,0,58,29,4116,43.91
Berta Damaris Zubeldia,May,2026-05-19,E,2517,147,4,11,21,3146,33.56
Feller Caldentey Rubio,May,2026-05-19,E,5845,583,0,48,19,7307,77.94
Olga Sampedro Méndez,May,2026-05-19,E,5544,648,5,10,34,6930,73.92
Esther Banini Valls,May,2026-05-19,E,5912,425,7,38,17,7390,78.83
Amaia Gutiérrez Peña,May,2026-05-19,E,7523,747,3,42,49,9404,100.32
Lucía Rodríguez Szymanowski,May,2026-05-19,E,7408,478,7,40,42,9260,98.77
Sheila Vidal Gabarro,May,2026-05-19,E,7314,619,4,54,39,9142,97.52
Enith Landaluze Goiria,May,2026-05-19,E,7076,539,1,55,58,8845,94.35
Lorena Méndez Molina,May,2026-05-19,E,6263,744,7,41,10,7828,83.51
Ivana Pujol Muñoz,May,2026-05-19,E,6475,706,4,23,54,8094,86.34
Garazi Iraia Díaz,May,2026-05-19,E,6332,465,2,21,44,7915,84.43
Enith Urruzola Elexpuru,May,2026-05-19,E,6690,709,6,48,49,8362,89.2
Amaiur Putellas Sampedro,May,2026-05-19,E,6563,739,6,10,27,8204,87.51
Garazi Gil Padrón,May,2026-05-19,E,7516,774,4,24,12,9395,100.22
Adriana Putellas Coll,May,2026-05-19,E,6867,530,1,18,45,8584,91.57
Lola Zubeldia Ojeda,May,2026-05-19,E,6610,354,5,47,54,8263,88.14
Inés Rius Badiola,May,2026-05-20,E,3496,247,3,38,32,4370,46.61
Berta Damaris Zubeldia,May,2026-05-20,E,2635,184,6,32,30,3293,35.13
Triana Duggan Cano,May,2026-05-20,E,5051,564,0,18,54,6314,67.36
Feller Caldentey Rubio,May,2026-05-20,E,6086,671,0,56,43,7607,81.15
Olga Sampedro Méndez,May,2026-05-20,E,5817,650,2,54,19,7272,77.57
Esther Banini Valls,May,2026-05-20,E,5112,609,3,29,40,6390,68.17
Amaia Gutiérrez Peña,May,2026-05-20,E,6633,640,2,10,18,8291,88.45
Lucía Rodríguez Szymanowski,May,2026-05-20,E,7113,433,0,11,45,8891,94.85
Sheila Vidal Gabarro,May,2026-05-20,E,6412,676,4,33,26,8016,85.51
Enith Landaluze Goiria,May,2026-05-20,E,6515,455,0,31,19,8144,86.87
Lorena Méndez Molina,May,2026-05-20,E,5670,360,5,41,46,7088,75.61
Ivana Pujol Muñoz,May,2026-05-20,E,6985,793,6,22,20,8732,93.15
Garazi Iraia Díaz,May,2026-05-20,E,7507,878,5,58,34,9383,100.1
Enith Urruzola Elexpuru,May,2026-05-20,E,7640,716,4,28,57,9550,101.87
